OBJECTID,RegionID,COUNT,AREA,MEAN
430,445,603865,2.620941001578725,30.573985907446200
431,446,461057,2.001114811033728,19.101093791006317
432,447,7113737,30.875584737892797,17.529787367736535
433,448,53147011,230.672716983523657,61.081813180425144
434,449,3112154,13.507608524798151,28.979167483357188
435,450,2633970,11.432157800051856,28.238759742897603
436,451,3760298,16.320732624600659,33.588428629858591
437,452,2739591,11.890582132523098,11.976451959434820
438,453,726,0.003151040658336,42.279614325068870
439,454,2595340,11.264492923148929,22.427814467468618
440,455,4095454,17.775402297996401,16.950353489503240
441,456,6141474,26.655694595198760,16.143699541836373
442,457,26451107,114.805115172175945,56.044932032523249
443,458,6420759,27.867868686470672,31.627962363951053
444,459,16760656,72.745879499153730,14.123480011760876
445,460,574458,2.493306493810556,19.495101469559131
446,461,1936568,8.405240365885270,17.600982769518033
447,462,1367655,5.936000704651124,26.541727994267561
448,463,8040270,34.896994041322770,14.182205448324497
449,464,148107,0.642825315129740,16.970528064169823
450,465,2867519,12.445825010401371,26.611004844257351
451,466,24163953,104.878234668214319,18.872639960854087
452,467,5422670,23.535886565757089,23.899169228442815
453,468,266,0.001154513519445,60.285714285714285
454,469,661,0.002868922693058,45.065052950075646
455,470,9303252,40.378684995519322,16.002995511676993
456,471,2123804,9.217896355835993,15.394628694549969
457,472,4237410,18.391530573058059,34.548414479599565
458,473,171697,0.745212435143720,28.401008753793018
459,474,140,0.000607638694445,20.007142857142856
460,475,34899146,151.471939376321131,15.933872250054485
461,476,41543067,180.308392822289875,58.738615832095398
462,477,48649,0.211150106043244,35.978457933359373
463,478,63612,0.276093661650246,25.153948940451489
464,479,2044,0.008871524938897,23.327299412915853
465,480,6284010,27.274340230565979,27.467658708372522
466,481,27115561,117.689029179881288,35.471651388662032
467,482,24135939,104.756646165455876,39.058985855076948
468,483,55710663,241.799675228461354,43.281443625971569
469,484,12057694,52.333724572693868,30.799442331178749
470,485,6390279,27.735577062137221,33.029489792229732
471,486,442559,1.920828378391990,19.969303527891196
472,487,2120890,9.205248790438761,43.926769893771009
473,488,2971,0.012894961151400,31.984516997643890
474,489,52013,0.225750795815479,29.737700190337030
475,490,573893,2.490854237650831,22.346160346963632
476,491,18672633,81.044388128359742,43.983764421439652
477,492,40013655,173.670322029800644,15.312793645069414
478,493,1760062,7.639155541587365,16.125434785820044
479,494,27449,0.119136246598717,25.834383766257424
480,495,50,0.000217013819445,60.060000000000002
481,497,11091,0.048138005429210,26.080966549454512
482,498,5078365,22.041507703679368,27.577529972737288
483,499,25,0.000108506909722,32.560000000000002
484,500,3727901,16.180120690429700,10.309951632299247
485,501,3630,0.015755203291681,28.517906336088153
486,502,12203,0.052964392773658,46.040973531098913
487,503,6920,0.030034712611138,21.615895953757224
488,504,594182,2.578914105305076,25.674232810822275
489,505,1360002,5.902784569446928,15.882817819385560
490,506,1207579,5.241226621422728,15.237454443974267
491,507,20561869,89.244194532205938,10.473973353297795
492,508,69879,0.303294173779437,26.284978319666852
493,509,169224,0.734478931633988,31.908174963362171
494,510,465768,2.021561853101802,28.431611875440133
495,511,11962943,51.922479044569890,21.577975001636304
496,512,12853,0.055785572426439,26.262195596358826
497,513,132,0.000572916483334,20.189393939393938
498,514,11979929,51.996202979311626,18.732447746560101
499,515,1210433,5.253613770236627,20.732919542015129
500,517,2387,0.010360239740287,34.429828236279846
501,518,48279865,209.547958118429847,19.588780933832354
502,519,3332256,14.462912038546225,22.354052029615971
503,520,8662843,37.599132933584904,19.817505292431132
504,521,2686286,11.659223699613170,11.255868139133360
505,522,1687300,7.323348350978750,51.870254845018671
506,523,502,0.002178818747224,25.832669322709162
507,524,2784,0.012083329466677,29.779094827586206
508,525,423,0.001835936912502,43.366430260047281
509,526,16723801,72.585918612841084,22.453241102306826
510,527,1047601,4.546877885280442,29.085668112191570
511,528,356391,1.546835442513879,13.872617434222525
512,529,719891,3.124525909876396,23.902399113199081
513,530,16601903,72.056847601587833,13.594487390993670
514,531,1639669,7.116616646299398,31.954141354139157
515,532,6618,0.028723949141692,34.487458446660625
516,533,215295,0.934439805146666,34.253076011983559
517,534,70554,0.306223860341940,34.208506959208549
518,535,692325,3.004881850940178,28.177228902610768
519,536,1827555,7.932093815902904,25.660161253696881
