"ID"	"Order"	"Family"	"Genus"	"Apomixis(Yes/Uncertain)"	"Apospory"	"Diplospory"	"Apospory&Diplospory"	"AdventitiousEmbryony"	"Remarks"	
"577"	"Solanales"	"Convolvulaceae"	""	""	""	""	""	""	""
"576"	"Solanales"	"Hydroleaceae"	""	""	""	""	""	""	""
"578"	"Solanales"	"Montiniaceae"	""	""	""	""	""	""	""
"579"	"Solanales"	"Solanaceae"	"Lycopersicon"	"Y"	""	""	""	"Y"	""
"580"	"Solanales"	"Solanaceae"	"Petunia"	"Y"	""	""	""	"Y"	""
"581"	"Solanales"	"Solanaceae"	"Scopolia"	"Y"	""	""	""	"Y"	""
"582"	"Solanales"	"Solanaceae"	"Solanum"	"Y"	""	""	""	"Y"	""
"583"	"Solanales"	"Solanaceae"	"Withania"	"Y"	""	""	""	"Y"	""
"584"	"Solanales"	"Sphenocleaceae"	""	""	""	""	""	""	""
"215"	"Trochodendrales"	"Trochodendraceae"	""	""	""	""	""	""	""
"105"	"Unplaced Commelinid"	"Dasypogonaceae"	""	""	""	""	""	""	""
"197"	"Unplaced Eudicot Families"	"Apodanthaceae"	""	""	""	""	""	""	""
"198"	"Unplaced Eudicot Families"	"Hoplestigmataceae"	""	""	""	""	""	""	""
"199"	"Unplaced Eudicot Families"	"Medusandraceae"	""	""	""	""	""	""	""
"200"	"Unplaced Eudicot Families"	"Metteniusaceae"	""	""	""	""	""	""	""
"201"	"Unplaced Eudicot Families"	"Pottingeriaceae"	""	""	""	""	""	""	""
"211"	"Unplaced Family near Proteales"	"Sabiaceae"	""	""	""	""	""	""	""
"221"	"Unplaced family near Saxifragales"	"Dilleniaceae"	""	""	""	""	""	""	""
"536"	"Unplaced Lamiids (prov. order Boraginales)"	"Boraginaceae"	"Trichodesma"	"Y"	""	""	""	"Y"	""
"537"	"Unplaced Lamiids (prov. order Boraginales)"	"Icacinaceae"	""	""	""	""	""	""	""
"538"	"Unplaced Lamiids (prov. order Boraginales)"	"Metteniusaceae"	""	""	""	""	""	""	""
"539"	"Unplaced Lamiids (prov. order Boraginales)"	"Oncothecaceae"	""	""	""	""	""	""	""
"540"	"Unplaced Lamiids (prov. order Boraginales)"	"Vahliaceae"	""	""	""	""	""	""	""
"222"	"Unplaced Saxifragales"	"Cynomoriaceae"	""	""	""	""	""	""	""
"237"	"Vitales"	"Vitaceae"	""	""	""	""	""	""	""
"188"	"Zingiberales"	"Cannaceae"	""	""	""	""	""	""	""
"189"	"Zingiberales"	"Costaceae"	""	""	""	""	""	""	""
"190"	"Zingiberales"	"Heliconiaceae"	""	""	""	""	""	""	""
"191"	"Zingiberales"	"Lowiaceae"	""	""	""	""	""	""	""
"192"	"Zingiberales"	"Marantaceae"	""	""	""	""	""	""	""
"193"	"Zingiberales"	"Musaceae"	""	""	""	""	""	""	""
"194"	"Zingiberales"	"Strelitziaceae"	""	""	""	""	""	""	""
"195"	"Zingiberales"	"Zingiberaceae"	""	""	""	""	""	""	""
"238"	"Zygophyllales"	"Krameriaceae"	""	""	""	""	""	""	""
"239"	"Zygophyllales"	"Zygophyllaceae"	"Zygophyllum"	"Y"	""	""	""	"Y"	""
